,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
4050,vOTU_185,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4051,vOTU_18532,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4052,vOTU_1855,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4053,vOTU_18553,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4054,vOTU_18593,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4055,vOTU_18623,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4056,vOTU_18649,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4057,vOTU_18654,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4058,vOTU_18690,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4059,vOTU_18700,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4060,vOTU_18702,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4061,vOTU_18755,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4064,vOTU_1884,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4067,vOTU_18867,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4068,vOTU_18909,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4069,vOTU_18915,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4070,vOTU_18956,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4071,vOTU_18974,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4072,vOTU_18991,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4073,vOTU_18995,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4074,vOTU_1902,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4075,vOTU_19020,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4076,vOTU_19027,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4077,vOTU_19030,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4078,vOTU_19045,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4079,vOTU_19050,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4080,vOTU_19086,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4082,vOTU_19121,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4083,vOTU_19125,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4084,vOTU_19132,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4085,vOTU_19148,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4086,vOTU_19156,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4087,vOTU_19157,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4088,vOTU_19166,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4089,vOTU_19173,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4090,vOTU_19207,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4092,vOTU_19232,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4094,vOTU_19290,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4097,vOTU_19317,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4098,vOTU_19350,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4099,vOTU_19351,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4101,vOTU_19388,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4102,vOTU_1939,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4104,vOTU_19442,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4105,vOTU_19490,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4106,vOTU_19491,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4107,vOTU_19503,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4108,vOTU_19535,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4109,vOTU_19544,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4110,vOTU_19590,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4111,vOTU_19592,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4112,vOTU_19594,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4113,vOTU_19602,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4114,vOTU_19603,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4115,vOTU_19622,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4117,vOTU_19658,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4118,vOTU_19663,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4119,vOTU_19724,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4121,vOTU_19750,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4122,vOTU_1976,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4123,vOTU_19774,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4124,vOTU_19776,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4126,vOTU_19803,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4127,vOTU_19816,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4129,vOTU_19836,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4130,vOTU_19881,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4131,vOTU_19898,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4132,vOTU_19920,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4133,vOTU_19923,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4134,vOTU_19975,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4136,vOTU_20016,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4137,vOTU_20079,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4138,vOTU_2008,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4140,vOTU_20144,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4141,vOTU_20154,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4142,vOTU_20197,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4143,vOTU_20198,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4144,vOTU_20201,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4145,vOTU_20213,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4146,vOTU_20250,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4147,vOTU_20261,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4148,vOTU_20268,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4149,vOTU_20291,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4150,vOTU_20299,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4151,vOTU_20329,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4152,vOTU_20355,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4153,vOTU_20372,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4154,vOTU_20385,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4155,vOTU_20390,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4156,vOTU_20413,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4158,vOTU_20438,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4159,vOTU_20445,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4160,vOTU_20495,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4162,vOTU_2055,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4163,vOTU_20574,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4164,vOTU_20598,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4165,vOTU_20652,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4166,vOTU_20667,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4167,vOTU_20678,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4168,vOTU_2068,Unassigned,Unassigned,Unassigned,,Overlap (VC_126/VC_274),,,,,,,,,,
4169,vOTU_20684,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4170,vOTU_20697,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4171,vOTU_20744,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4173,vOTU_20772,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4174,vOTU_208,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4177,vOTU_20847,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4178,vOTU_20849,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4179,vOTU_20851,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4181,vOTU_20856,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4182,vOTU_20874,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4183,vOTU_20889,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4184,vOTU_20941,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4185,vOTU_20966,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4186,vOTU_2098,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4188,vOTU_21,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4190,vOTU_21005,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4191,vOTU_21023,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4192,vOTU_21036,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4193,vOTU_21068,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4194,vOTU_21091,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4195,vOTU_21094,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4196,vOTU_211,Unassigned,Unassigned,Unassigned,,Overlap (VC_152/VC_160),,,,,,,,,,
4199,vOTU_21155,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4200,vOTU_21194,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4201,vOTU_21198,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4202,vOTU_212,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4203,vOTU_2120,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4205,vOTU_21211,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4206,vOTU_21226,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4207,vOTU_2123,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4208,vOTU_21243,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4210,vOTU_21262,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4211,vOTU_21264,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4213,vOTU_21294,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4214,vOTU_21320,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4216,vOTU_21349,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4217,vOTU_214,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4218,vOTU_21428,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4219,vOTU_21463,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4220,vOTU_21528,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4221,vOTU_21555,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4222,vOTU_21559,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4223,vOTU_2156,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4224,vOTU_21573,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4225,vOTU_21609,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4227,vOTU_21684,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4228,vOTU_21711,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4229,vOTU_21729,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4231,vOTU_21752,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4232,vOTU_21761,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4233,vOTU_21765,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4234,vOTU_21791,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4235,vOTU_21813,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4236,vOTU_21820,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4237,vOTU_21845,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4238,vOTU_21848,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4240,vOTU_2190,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4241,vOTU_21902,Unassigned,Unassigned,Unassigned,,Overlap (VC_560/VC_591),,,,,,,,,,
4242,vOTU_21954,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4243,vOTU_2198,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4244,vOTU_22006,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4245,vOTU_22021,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4246,vOTU_22047,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4247,vOTU_22057,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4248,vOTU_22075,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4249,vOTU_22086,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4250,vOTU_22092,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4252,vOTU_22129,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4253,vOTU_2218,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4255,vOTU_2263,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4258,vOTU_228,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4261,vOTU_2314,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4263,vOTU_2348,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4264,vOTU_238,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4266,vOTU_2388,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4268,vOTU_2429,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4269,vOTU_2431,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4272,vOTU_2478,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4273,vOTU_25,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4274,vOTU_2508,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4275,vOTU_251,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4276,vOTU_2514,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4281,vOTU_260,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4282,vOTU_2600,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4286,vOTU_2659,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4287,vOTU_2660,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4289,vOTU_2675,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4292,vOTU_270,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4293,vOTU_271,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4294,vOTU_272,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4295,vOTU_2729,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4296,vOTU_273,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4299,vOTU_2746,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4300,vOTU_2747,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4301,vOTU_2758,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4303,vOTU_276,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4304,vOTU_2769,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4305,vOTU_2778,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4306,vOTU_2786,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4307,vOTU_2807,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4308,vOTU_2828,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4313,vOTU_2894,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4314,vOTU_29,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4316,vOTU_2919,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4317,vOTU_2933,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4318,vOTU_2972,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4319,vOTU_2996,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4320,vOTU_3003,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4323,vOTU_3089,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4324,vOTU_3107,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4325,vOTU_3109,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4327,vOTU_3125,Unassigned,Unassigned,Unassigned,,Overlap (VC_467/VC_498),,,,,,,,,,
4328,vOTU_313,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4330,vOTU_3156,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4331,vOTU_3163,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4335,vOTU_3242,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4337,vOTU_3305,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4338,vOTU_3318,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4339,vOTU_3326,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4340,vOTU_3342,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4342,vOTU_3368,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4343,vOTU_3369,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4344,vOTU_3389,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4346,vOTU_3412,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4347,vOTU_343,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4348,vOTU_3460,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4349,vOTU_3465,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4350,vOTU_347,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4351,vOTU_3472,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4352,vOTU_3499,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4354,vOTU_3507,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4355,vOTU_3531,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4356,vOTU_3536,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4360,vOTU_357,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4362,vOTU_3635,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4363,vOTU_3636,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4364,vOTU_364,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4365,vOTU_3651,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4366,vOTU_3653,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4369,vOTU_3694,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4370,vOTU_3699,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4371,vOTU_37,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4374,vOTU_3739,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4375,vOTU_3740,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4376,vOTU_3780,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4377,vOTU_3791,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4378,vOTU_3794,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4379,vOTU_38,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4380,vOTU_3881,Unassigned,Unassigned,Unassigned,,Overlap (VC_524/VC_558),,,,,,,,,,
4381,vOTU_395,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4384,vOTU_4032,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4385,vOTU_4057,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4386,vOTU_4068,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4388,vOTU_4143,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4389,vOTU_415,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4390,vOTU_4154,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4392,vOTU_417,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4394,vOTU_4187,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4397,vOTU_4211,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4399,vOTU_4224,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4400,vOTU_4266,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4401,vOTU_4271,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4402,vOTU_4275,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4406,vOTU_4305,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4407,vOTU_4313,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4408,vOTU_4324,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4409,vOTU_4325,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4411,vOTU_4376,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4412,vOTU_4379,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4413,vOTU_4393,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4414,vOTU_4394,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4415,vOTU_44,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4416,vOTU_4419,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4418,vOTU_4470,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4420,vOTU_4496,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4425,vOTU_4559,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4426,vOTU_4562,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4427,vOTU_4569,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4428,vOTU_46,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4431,vOTU_4630,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4433,vOTU_4682,Unassigned,Unassigned,Unassigned,,Overlap (VC_123/VC_125),,,,,,,,,,
4436,vOTU_4715,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4437,vOTU_4732,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4438,vOTU_4782,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4439,vOTU_4790,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4441,vOTU_4827,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4442,vOTU_483,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4444,vOTU_4857,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4446,vOTU_4905,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4447,vOTU_4909,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4449,vOTU_4986,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4453,vOTU_5047,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4458,vOTU_5165,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4459,vOTU_5167,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4461,vOTU_5173,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4462,vOTU_52,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4463,vOTU_521,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4464,vOTU_5213,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4465,vOTU_5216,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4466,vOTU_5234,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4467,vOTU_5240,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4468,vOTU_5251,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
4469,vOTU_5266,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4470,vOTU_5268,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4471,vOTU_5274,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4472,vOTU_5282,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4474,vOTU_5329,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
4475,vOTU_5335,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
